Title,Authors,Is in PCA*?,Citation,DOI,# Cells,COPO Link,Viewer(s),Species
<div title='A single-cell view of the transcriptome during lateral root initiation in Arabidopsis thaliana' class='scea-table'>A single-cell view of the transcriptome during lateral root initiation in Arabidopsis thaliana</div>,"<div title='Gala HP, Lanctot A, Jean-Baptiste K, Guiziou S, Chu JC, Zemke JE, George W, Queitsch C, Cuperus JT, Nemhauser JL' class='scea-table'>Gala HP, Lanctot A, Jean-Baptiste K, Guiziou S, Chu JC, Zemke JE, George W, Queitsch C, Cuperus JT, Nemhauser JL</div>",,<div title='Plant Cell. 2021 Aug 13;33(7):2197-2220. doi: 10.1093/plcell/koab101.' class='scea-table'>Plant Cell. 2021 Aug 13;33(7):2197-2220. doi: 10.1093/plcell/koab101.</div>,<a href='http://dx.doi.org/10.1093/plcell/koab101'>10.1093/plcell/koab101</a>,9090,,<a href='https://biobigdata.nju.edu.cn/cellxgene/view/SRP285817.h5ad'>scPlantDB</a> <a href='https://www.ebi.ac.uk/gxa/sc/experiments/E-GEOD-158761/'>SCEA</a>,<i>Arabidopsis thaliana</i>
<div title='Spatiotemporal transcriptome and metabolome landscapes of cotton somatic embryos' class='scea-table'>Spatiotemporal transcriptome and metabolome landscapes of cotton somatic embryos</div>,"<div title='Ge X, Yu X, Liu Z, Yuan J, Qin A, Wang Y, Chen Y, Qin W, Liu Y, Liu X, Zhou Y, Wang P, Yang J, Liu H, Zhao Z, Hu M, Zhang Y, Sun S, Herrera-Estrella L, Tran LP, Sun X, Li F' class='scea-table'>Ge X, Yu X, Liu Z, Yuan J, Qin A, Wang Y, Chen Y, Qin W, Liu Y, Liu X, Zhou Y, Wang P, Yang J, Liu H, Zhao Z, Hu M, Zhang Y, Sun S, Herrera-Estrella L, Tran LP, Sun X, Li F</div>",,<div title='Nat Commun. 2025 Jan 20;16(1):859. doi: 10.1038/s41467-025-55870-6.' class='scea-table'>Nat Commun. 2025 Jan 20;16(1):859. doi: 10.1038/s41467-025-55870-6.</div>,<a href='http://dx.doi.org/10.1038/s41467-025-55870-6'>10.1038/s41467-025-55870-6</a>,n/a,,<a href='https://cotton.cricaas.com.cn/somaticembryo/'>scPlantDB</a>,<i>Gossypium spp.</i>
<div title='Coordination of robust single cell rhythms in the Arabidopsis circadian clock via spatial waves of gene expression' class='scea-table'>Coordination of robust single cell rhythms in the Arabidopsis circadian clock via spatial waves of gene expression</div>,"<div title='Gould PD, Domijan M, Greenwood M, Tokuda IT, Rees H, Kozma-Bognar L, Hall AJ, Locke JC' class='scea-table'>Gould PD, Domijan M, Greenwood M, Tokuda IT, Rees H, Kozma-Bognar L, Hall AJ, Locke JC</div>",,<div title='Elife. 2018 Apr 26;7:e31700. doi: 10.7554/eLife.31700.' class='scea-table'>Elife. 2018 Apr 26;7:e31700. doi: 10.7554/eLife.31700.</div>,<a href='http://dx.doi.org/10.7554/eLife.31700'>10.7554/eLife.31700</a>,n/a,,,<i>Arabidopsis thaliana</i>
<div title='A single-cell morpho-transcriptomic map of brassinosteroid action in the Arabidopsis root' class='scea-table'>A single-cell morpho-transcriptomic map of brassinosteroid action in the Arabidopsis root</div>,"<div title='Graeff M, Rana S, Wendrich JR, Dorier J, Eekhout T, Aliaga Fandino AC, Guex N, Bassel GW, De Rybel B, Hardtke CS' class='scea-table'>Graeff M, Rana S, Wendrich JR, Dorier J, Eekhout T, Aliaga Fandino AC, Guex N, Bassel GW, De Rybel B, Hardtke CS</div>",,<div title='Mol Plant. 2021 Dec 6;14(12):1985-1999. doi: 10.1016/j.molp.2021.07.021. Epub 2021 Aug 4.' class='scea-table'>Mol Plant. 2021 Dec 6;14(12):1985-1999. doi: 10.1016/j.molp.2021.07.021. Epub 2021 Aug 4.</div>,<a href='http://dx.doi.org/10.1016/j.molp.2021.07.021'>10.1016/j.molp.2021.07.021</a>,12491,,<a href='https://biobigdata.nju.edu.cn/cellxgene/view/SRP330542.h5ad'>scPlantDB</a>,<i>Arabidopsis thaliana</i>
<div title='A pan-grass transcriptome reveals patterns of cellular divergence in crops' class='scea-table'>A pan-grass transcriptome reveals patterns of cellular divergence in crops</div>,"<div title='Guillotin B*, Rahni R*, Passalacqua M*, Mohammed MA, Xu X, Raju SK, Ramirez CO, Jackson D*, Groen SC, Gillis J, Birnbaum KD*' class='scea-table'>Guillotin B*, Rahni R*, Passalacqua M*, Mohammed MA, Xu X, Raju SK, Ramirez CO, Jackson D*, Groen SC, Gillis J, Birnbaum KD*</div>",Yes,<div title='Nature. 2023 May;617(7962):785-791. doi: 10.1038/s41586-023-06053-0. Epub 2023 May 10.' class='scea-table'>Nature. 2023 May;617(7962):785-791. doi: 10.1038/s41586-023-06053-0. Epub 2023 May 10.</div>,<a href='http://dx.doi.org/10.1038/s41586-023-06053-0'>10.1038/s41586-023-06053-0</a>,69215,,,"<i>Arabidopsis thaliana, Zea mays, Sorghum bicolor, Setaria viridis</i>"
<div title='Cell Fate Determination of the Potato Shoot Apex and Stolon Tips Revealed by Single-Cell Transcriptome Analysis' class='scea-table'>Cell Fate Determination of the Potato Shoot Apex and Stolon Tips Revealed by Single-Cell Transcriptome Analysis</div>,"<div title='Guo C, Huang Z, Luo S, Wang X, Li J, Yu G, Wang Y, Wang X' class='scea-table'>Guo C, Huang Z, Luo S, Wang X, Li J, Yu G, Wang Y, Wang X</div>",,<div title='Plant Cell Environ. 2025 Mar 17. doi: 10.1111/pce.15459. Online ahead of print.' class='scea-table'>Plant Cell Environ. 2025 Mar 17. doi: 10.1111/pce.15459. Online ahead of print.</div>,<a href='http://dx.doi.org/10.1111/pce.15459'>10.1111/pce.15459</a>,n/a,,,<i>Solanum tuberosum</i>
<div title='Single-cell transcriptome atlas reveals somatic cell embryogenic differentiation features during regeneration' class='scea-table'>Single-cell transcriptome atlas reveals somatic cell embryogenic differentiation features during regeneration</div>,"<div title='Guo H, Zhang L, Guo H, Cui X, Fan Y, Li T, Qi X, Yan T, Chen A, Shi F, Zeng F' class='scea-table'>Guo H, Zhang L, Guo H, Cui X, Fan Y, Li T, Qi X, Yan T, Chen A, Shi F, Zeng F</div>",,<div title='Plant Physiol. 2024 May 31;195(2):1414-1431. doi: 10.1093/plphys/kiae107.' class='scea-table'>Plant Physiol. 2024 May 31;195(2):1414-1431. doi: 10.1093/plphys/kiae107.</div>,<a href='http://dx.doi.org/10.1093/plphys/kiae107'>10.1093/plphys/kiae107</a>,n/a,,,<i>Gossypium hirsutum</i>
<div title='Single-cell transcriptome reveals differentiation between adaxial and abaxial mesophyll cells in Brassica rapa' class='scea-table'>Single-cell transcriptome reveals differentiation between adaxial and abaxial mesophyll cells in Brassica rapa</div>,"<div title='Guo X, Liang J, Lin R, Zhang L, Zhang Z, Wu J, Wang X' class='scea-table'>Guo X, Liang J, Lin R, Zhang L, Zhang Z, Wu J, Wang X</div>",,<div title='Plant Biotechnol J. 2022 Dec;20(12):2233-2235. doi: 10.1111/pbi.13919. Epub 2022 Sep 16.' class='scea-table'>Plant Biotechnol J. 2022 Dec;20(12):2233-2235. doi: 10.1111/pbi.13919. Epub 2022 Sep 16.</div>,<a href='http://dx.doi.org/10.1111/pbi.13919'>10.1111/pbi.13919</a>,30590,,<a href='https://biobigdata.nju.edu.cn/cellxgene/view/CRA006988.h5ad'>scPlantDB</a>,<i>Brassica rapa</i>
<div title='An Arabidopsis single-nucleus atlas decodes leaf senescence and nutrient allocation' class='scea-table'>An Arabidopsis single-nucleus atlas decodes leaf senescence and nutrient allocation</div>,"<div title='Guo X, Wang Y, Zhao C, Tan C, Yan W, Xiang S, Zhang D, Zhang H, Zhang M, Yang L, Yan M, Xie P, Wang Y, Li L, Fang D, Guang X, Shao W, Wang F, Wang H, Sahu SK, Liu M, Wei T, Peng Y, Qiu Y, Peng T, Zhang Y, Ni X, Xu Z, Lu H, Li Z, Yang H, Wang E, Lisby M, Liu H, Guo H, Xu X' class='scea-table'>Guo X, Wang Y, Zhao C, Tan C, Yan W, Xiang S, Zhang D, Zhang H, Zhang M, Yang L, Yan M, Xie P, Wang Y, Li L, Fang D, Guang X, Shao W, Wang F, Wang H, Sahu SK, Liu M, Wei T, Peng Y, Qiu Y, Peng T, Zhang Y, Ni X, Xu Z, Lu H, Li Z, Yang H, Wang E, Lisby M, Liu H, Guo H, Xu X</div>",,<div title='Cell. 2025 Apr 10:S0092-8674(25)00297-1. doi: 10.1016/j.cell.2025.03.024. Online ahead of print.' class='scea-table'>Cell. 2025 Apr 10:S0092-8674(25)00297-1. doi: 10.1016/j.cell.2025.03.024. Online ahead of print.</div>,<a href='http://dx.doi.org/10.1016/j.cell.2025.03.024'>10.1016/j.cell.2025.03.024</a>,913769,,,<i>Arabidopsis thaliana</i>
<div title='Single-cell RNA sequencing reveals a high-resolution cell atlas of petals in Prunus mume at different flowering development stages' class='scea-table'>Single-cell RNA sequencing reveals a high-resolution cell atlas of petals in Prunus mume at different flowering development stages</div>,"<div title='Guo Y, Chen X, Li J, Wang Q, Zhang S, Liu N, Zhang Y, Zhang T' class='scea-table'>Guo Y, Chen X, Li J, Wang Q, Zhang S, Liu N, Zhang Y, Zhang T</div>",,<div title='Hortic Res. 2024 Jul 10;11(9):uhae189. doi: 10.1093/hr/uhae189. eCollection 2024 Sep.' class='scea-table'>Hortic Res. 2024 Jul 10;11(9):uhae189. doi: 10.1093/hr/uhae189. eCollection 2024 Sep.</div>,<a href='http://dx.doi.org/10.1093/hr/uhae189'>10.1093/hr/uhae189</a>,16948,,,<i>Prunus mume</i>
<div title='Time series single-cell transcriptional atlases reveal cell fate differentiation driven by light in Arabidopsis seedlings' class='scea-table'>Time series single-cell transcriptional atlases reveal cell fate differentiation driven by light in Arabidopsis seedlings</div>,"<div title='Han X, Zhang Y, Lou Z, Li J, Wang Z, Gao C, Liu Y, Ren Z, Liu W, Li B, Pan W, Zhang H, Sang Q, Wan M, He H, Deng XW' class='scea-table'>Han X, Zhang Y, Lou Z, Li J, Wang Z, Gao C, Liu Y, Ren Z, Liu W, Li B, Pan W, Zhang H, Sang Q, Wan M, He H, Deng XW</div>",,<div title='Nat Plants. 2023 Dec;9(12):2095-2109. doi: 10.1038/s41477-023-01544-4. Epub 2023 Oct 30.' class='scea-table'>Nat Plants. 2023 Dec;9(12):2095-2109. doi: 10.1038/s41477-023-01544-4. Epub 2023 Oct 30.</div>,<a href='http://dx.doi.org/10.1038/s41477-023-01544-4'>10.1038/s41477-023-01544-4</a>,98649,,,<i>Arabidopsis thaliana</i>
<div title='High-throughput single-cell transcriptomics reveals the female germline differentiation trajectory in Arabidopsis thaliana' class='scea-table'>High-throughput single-cell transcriptomics reveals the female germline differentiation trajectory in Arabidopsis thaliana</div>,"<div title='Hou Z, Liu Y, Zhang M, Zhao L, Jin X, Liu L, Su Z, Cai H, Qin Y' class='scea-table'>Hou Z, Liu Y, Zhang M, Zhao L, Jin X, Liu L, Su Z, Cai H, Qin Y</div>",,<div title='Commun Biol. 2021 Oct 1;4(1):1149. doi: 10.1038/s42003-021-02676-z.' class='scea-table'>Commun Biol. 2021 Oct 1;4(1):1149. doi: 10.1038/s42003-021-02676-z.</div>,<a href='http://dx.doi.org/10.1038/s42003-021-02676-z'>10.1038/s42003-021-02676-z</a>,16872,,,<i>Arabidopsis thaliana</i>
<div title='Evolution of a SHOOTMERISTEMLESS transcription factor binding site promotes fruit shape determination' class='scea-table'>Evolution of a SHOOTMERISTEMLESS transcription factor binding site promotes fruit shape determination</div>,"<div title='Hu ZC, Majda M, Sun HR, Zhang Y, Ding YN, Yuan Q, Su TB, Lu TF, Gao F, Xu GX, Smith RS, Ostergaard L, Dong Y' class='scea-table'>Hu ZC, Majda M, Sun HR, Zhang Y, Ding YN, Yuan Q, Su TB, Lu TF, Gao F, Xu GX, Smith RS, Ostergaard L, Dong Y</div>",,<div title='Nat Plants. 2025 Jan;11(1):23-35. doi: 10.1038/s41477-024-01854-1. Epub 2024 Dec 12.' class='scea-table'>Nat Plants. 2025 Jan;11(1):23-35. doi: 10.1038/s41477-024-01854-1. Epub 2024 Dec 12.</div>,<a href='http://dx.doi.org/10.1038/s41477-024-01854-1'>10.1038/s41477-024-01854-1</a>,40629,,,<i>Capsella rubella</i>
"<div title='Single-nucleus RNA-seq reveals that MBD5, MBD6, and SILENZIO maintain silencing in the vegetative cell of developing pollen' class='scea-table'>Single-nucleus RNA-seq reveals that MBD5, MBD6, and SILENZIO maintain silencing in the vegetative cell of developing pollen</div>","<div title='Ichino L, Picard CL, Yun J, Chotai M, Wang S, Lin EK, Papareddy RK, Xue Y, Jacobsen SE' class='scea-table'>Ichino L, Picard CL, Yun J, Chotai M, Wang S, Lin EK, Papareddy RK, Xue Y, Jacobsen SE</div>",,<div title='Cell Rep. 2022 Nov 22;41(8):111699. doi: 10.1016/j.celrep.2022.111699.' class='scea-table'>Cell Rep. 2022 Nov 22;41(8):111699. doi: 10.1016/j.celrep.2022.111699.</div>,<a href='http://dx.doi.org/10.1016/j.celrep.2022.111699'>10.1016/j.celrep.2022.111699</a>,86001,,<a href='https://biobigdata.nju.edu.cn/cellxgene/view/SRP374045.h5ad'>scPlantDB</a>,<i>Arabidopsis thaliana</i>
<div title='Stress Recovery Triggers Rapid Transcriptional Reprogramming and Activation of Immunity in Plants' class='scea-table'>Stress Recovery Triggers Rapid Transcriptional Reprogramming and Activation of Immunity in Plants</div>,"<div title='Illouz-Eliaz N*, Yu J, Swift J, Lande K, Jow B, Tuang ZK, Lee T, Yaaran A, Castanon RG, Nery JR, Nobori T*, Zait Y, Burdman S, Ecker JR' class='scea-table'>Illouz-Eliaz N*, Yu J, Swift J, Lande K, Jow B, Tuang ZK, Lee T, Yaaran A, Castanon RG, Nery JR, Nobori T*, Zait Y, Burdman S, Ecker JR</div>",Yes,<div title='NA' class='scea-table'>NA</div>,<a href='http://dx.doi.org/10.1101/2023.02.27.530256'>10.1101/2023.02.27.530256</a>,144494,,<a href='https://bar.utoronto.ca/cellxgene/view/Natanella_integrated_object.h5ad'>BAR Viewer</a>,<i>Arabidopsis thaliana</i>
<div title='Dynamics of Gene Expression in Single Root Cells of Arabidopsis thaliana' class='scea-table'>Dynamics of Gene Expression in Single Root Cells of Arabidopsis thaliana</div>,"<div title='Jean-Baptiste K, McFaline-Figueroa JL, Alexandre CM, Dorrity MW, Saunders L, Bubb KL, Trapnell C, Fields S, Queitsch C*, Cuperus JT*' class='scea-table'>Jean-Baptiste K, McFaline-Figueroa JL, Alexandre CM, Dorrity MW, Saunders L, Bubb KL, Trapnell C, Fields S, Queitsch C*, Cuperus JT*</div>",Yes,<div title='Plant Cell. 2019 May;31(5):993-1011. doi: 10.1105/tpc.18.00785. Epub 2019 Mar 28.' class='scea-table'>Plant Cell. 2019 May;31(5):993-1011. doi: 10.1105/tpc.18.00785. Epub 2019 Mar 28.</div>,<a href='http://dx.doi.org/10.1105/tpc.18.00785'>10.1105/tpc.18.00785</a>,7777,,<a href='https://biobigdata.nju.edu.cn/cellxgene/view/SRP166333.h5ad'>scPlantDB</a> <a href='https://www.ebi.ac.uk/gxa/sc/experiments/E-GEOD-121619/'>SCEA</a>,<i>Arabidopsis thaliana</i>
<div title='Single-cell RNA-sequencing of Nicotiana attenuata corolla cells reveals the biosynthetic pathway of a floral scent' class='scea-table'>Single-cell RNA-sequencing of Nicotiana attenuata corolla cells reveals the biosynthetic pathway of a floral scent</div>,"<div title='Kang M, Choi Y, Kim H, Kim SG' class='scea-table'>Kang M, Choi Y, Kim H, Kim SG</div>",,<div title='New Phytol. 2022 Apr;234(2):527-544. doi: 10.1111/nph.17992. Epub 2022 Feb 15.' class='scea-table'>New Phytol. 2022 Apr;234(2):527-544. doi: 10.1111/nph.17992. Epub 2022 Feb 15.</div>,<a href='http://dx.doi.org/10.1111/nph.17992'>10.1111/nph.17992</a>,3756,,<a href='https://biobigdata.nju.edu.cn/cellxgene/view/SRP354482.h5ad'>scPlantDB</a>,<i>Nicotiana attenuata</i>
<div title='Gene expression variation in Arabidopsis embryos at single-nucleus resolution' class='scea-table'>Gene expression variation in Arabidopsis embryos at single-nucleus resolution</div>,"<div title='Kao P, Schon MA, Mosiolek M, Enugutti B, Nodine MD' class='scea-table'>Kao P, Schon MA, Mosiolek M, Enugutti B, Nodine MD</div>",,<div title='Development. 2021 Jul 1;148(13):dev199589. doi: 10.1242/dev.199589. Epub 2021 Jul 6.' class='scea-table'>Development. 2021 Jul 1;148(13):dev199589. doi: 10.1242/dev.199589. Epub 2021 Jul 6.</div>,<a href='http://dx.doi.org/10.1242/dev.199589'>10.1242/dev.199589</a>,744,,<a href='https://biobigdata.nju.edu.cn/cellxgene/view/SRP311577.h5ad'>scPlantDB</a>,<i>Arabidopsis thaliana</i>
<div title='Single-cell transcriptome profiling of buffelgrass (Cenchrus ciliaris) eggs unveils apomictic parthenogenesis signatures' class='scea-table'>Single-cell transcriptome profiling of buffelgrass (Cenchrus ciliaris) eggs unveils apomictic parthenogenesis signatures</div>,"<div title='Ke Y, Podio M, Conner J, Ozias-Akins P' class='scea-table'>Ke Y, Podio M, Conner J, Ozias-Akins P</div>",,<div title='Sci Rep. 2021 May 10;11(1):9880. doi: 10.1038/s41598-021-89170-y.' class='scea-table'>Sci Rep. 2021 May 10;11(1):9880. doi: 10.1038/s41598-021-89170-y.</div>,<a href='http://dx.doi.org/10.1038/s41598-021-89170-y'>10.1038/s41598-021-89170-y</a>,n/a,,,<i>Cenchrus ciliaris</i>
<div title='A single-cell and spatial wheat root atlas with cross-species annotations delineates conserved tissue-specific marker genes and regulators' class='scea-table'>A single-cell and spatial wheat root atlas with cross-species annotations delineates conserved tissue-specific marker genes and regulators</div>,"<div title='Ke Y, Pujol V, Staut J, Pollaris L, Seurinck R, Eekhout T*, Grones C, Saura-Sanchez M, Van Bel M, Vuylsteke M, Ariani A, Liseron-Monfils C, Vandepoele K, Saeys Y, De Rybel B' class='scea-table'>Ke Y, Pujol V, Staut J, Pollaris L, Seurinck R, Eekhout T*, Grones C, Saura-Sanchez M, Van Bel M, Vuylsteke M, Ariani A, Liseron-Monfils C, Vandepoele K, Saeys Y, De Rybel B</div>",Yes,<div title='Cell Rep. 2025 Feb 25;44(2):115240. doi: 10.1016/j.celrep.2025.115240. Epub 2025 Feb 1.' class='scea-table'>Cell Rep. 2025 Feb 25;44(2):115240. doi: 10.1016/j.celrep.2025.115240. Epub 2025 Feb 1.</div>,<a href='http://dx.doi.org/10.1016/j.celrep.2025.115240'>10.1016/j.celrep.2025.115240</a>,7388,,<a href='https://single-cell.be/plant/wheat_root'>VIB Plant sc-Atlas</a>,<i>Triticum aestivum</i>
<div title='Cell type-specific attenuation of brassinosteroid signaling precedes stomatal asymmetric cell division' class='scea-table'>Cell type-specific attenuation of brassinosteroid signaling precedes stomatal asymmetric cell division</div>,"<div title='Kim EJ, Zhang C, Guo B, Eekhout T, Houbaert A, Wendrich JR, Vandamme N, Tiwari M, Simon-Vezo C, Vanhoutte I, Saeys Y, Wang K, Zhu Y, De Rybel B, Russinova E' class='scea-table'>Kim EJ, Zhang C, Guo B, Eekhout T, Houbaert A, Wendrich JR, Vandamme N, Tiwari M, Simon-Vezo C, Vanhoutte I, Saeys Y, Wang K, Zhu Y, De Rybel B, Russinova E</div>",,<div title='Proc Natl Acad Sci U S A. 2023 Sep 5;120(36):e2303758120. doi: 10.1073/pnas.2303758120. Epub 2023 Aug 28.' class='scea-table'>Proc Natl Acad Sci U S A. 2023 Sep 5;120(36):e2303758120. doi: 10.1073/pnas.2303758120. Epub 2023 Aug 28.</div>,<a href='http://dx.doi.org/10.1073/pnas.2303758120'>10.1073/pnas.2303758120</a>,25862,,,<i>Arabidopsis thaliana</i>
<div title='Distinct identities of leaf phloem cells revealed by single cell transcriptomics' class='scea-table'>Distinct identities of leaf phloem cells revealed by single cell transcriptomics</div>,"<div title='Kim JY, Symeonidi E, Pang TY, Denyer T, Weidauer D, Bezrutczyk M, Miras M, Zoellner N, Hartwig T, Wudick MM, Lercher M, Chen LQ, Timmermans MCP, Frommer WB' class='scea-table'>Kim JY, Symeonidi E, Pang TY, Denyer T, Weidauer D, Bezrutczyk M, Miras M, Zoellner N, Hartwig T, Wudick MM, Lercher M, Chen LQ, Timmermans MCP, Frommer WB</div>",,<div title='Plant Cell. 2021 May 5;33(3):511-530. doi: 10.1093/plcell/koaa060.' class='scea-table'>Plant Cell. 2021 May 5;33(3):511-530. doi: 10.1093/plcell/koaa060.</div>,<a href='http://dx.doi.org/10.1093/plcell/koaa060'>10.1093/plcell/koaa060</a>,5230,,<a href='https://biobigdata.nju.edu.cn/cellxgene/view/SRP292306.h5ad'>scPlantDB</a> <a href='https://www.ebi.ac.uk/gxa/sc/experiments/E-GEOD-161332/'>SCEA</a>,<i>Arabidopsis thaliana</i>
<div title='Glutathione accelerates the cell cycle and cellular reprogramming in plant regeneration' class='scea-table'>Glutathione accelerates the cell cycle and cellular reprogramming in plant regeneration</div>,"<div title='Lee LR, Guillotin B*, Rahni R, Hutchison C, Desvoyes B, Gutierrez C, Birnbaum KD*' class='scea-table'>Lee LR, Guillotin B*, Rahni R, Hutchison C, Desvoyes B, Gutierrez C, Birnbaum KD*</div>",Yes,<div title='Dev Cell. 2025 Jan 3:S1534-5807(24)00758-5. doi: 10.1016/j.devcel.2024.12.019. Online ahead of print.' class='scea-table'>Dev Cell. 2025 Jan 3:S1534-5807(24)00758-5. doi: 10.1016/j.devcel.2024.12.019. Online ahead of print.</div>,<a href='http://dx.doi.org/10.1016/j.devcel.2024.12.019'>10.1016/j.devcel.2024.12.019</a>,n/a,,,<i>Arabidopsis thaliana</i>
<div title='A Single-Nucleus Atlas of Seed-to-Seed Development in Arabidopsis' class='scea-table'>A Single-Nucleus Atlas of Seed-to-Seed Development in Arabidopsis</div>,"<div title='Lee TA, Nobori T*, Illouz-Eliaz N*, Xu J, Jow B, Nery JR, Ecker JR' class='scea-table'>Lee TA, Nobori T*, Illouz-Eliaz N*, Xu J, Jow B, Nery JR, Ecker JR</div>",Yes,<div title='bioRxiv [Preprint]. 2023 Sep 2:2023.03.23.533992v2. doi: 10.1101/2023.03.23.533992' class='scea-table'>bioRxiv [Preprint]. 2023 Sep 2:2023.03.23.533992v2. doi: 10.1101/2023.03.23.533992</div>,<a href='http://dx.doi.org/10.1101/2023.03.23.533992'>10.1101/2023.03.23.533992</a>,432919,,<a href='http://arabidopsisdevatlas.salk.edu/'>Ecker Lab Viewer</a>,<i>Arabidopsis thaliana</i>
<div title='Cell-type-aware regulatory landscapes governing monoterpene indole alkaloid biosynthesis in the medicinal plant Catharanthus roseus' class='scea-table'>Cell-type-aware regulatory landscapes governing monoterpene indole alkaloid biosynthesis in the medicinal plant Catharanthus roseus</div>,"<div title='Li C, Colinas M*, Wood JC, Vaillancourt B, Hamilton JP, Jones SL, Caputi L, O'Connor SE, Buell CR' class='scea-table'>Li C, Colinas M*, Wood JC, Vaillancourt B, Hamilton JP, Jones SL, Caputi L, O'Connor SE, Buell CR</div>",Yes,<div title='New Phytol. 2025 Jan;245(1):347-362. doi: 10.1111/nph.20208. Epub 2024 Oct 25.' class='scea-table'>New Phytol. 2025 Jan;245(1):347-362. doi: 10.1111/nph.20208. Epub 2024 Oct 25.</div>,<a href='http://dx.doi.org/10.1111/nph.20208'>10.1111/nph.20208</a>,8803,,,<i>Catharanthus roseus</i>
<div title='Single-cell multi-omics in the medicinal plant Catharanthus roseus' class='scea-table'>Single-cell multi-omics in the medicinal plant Catharanthus roseus</div>,"<div title='Li C, Wood JC, Vu AH, Hamilton JP, Rodriguez Lopez CE, Payne RME, Serna Guerrero DA, Gase K, Yamamoto K, Vaillancourt B, Caputi L, O'Connor SE, Robin Buell C' class='scea-table'>Li C, Wood JC, Vu AH, Hamilton JP, Rodriguez Lopez CE, Payne RME, Serna Guerrero DA, Gase K, Yamamoto K, Vaillancourt B, Caputi L, O'Connor SE, Robin Buell C</div>",,<div title='Nat Chem Biol. 2023 Aug;19(8):1031-1041. doi: 10.1038/s41589-023-01327-0. Epub 2023 May 15.' class='scea-table'>Nat Chem Biol. 2023 Aug;19(8):1031-1041. doi: 10.1038/s41589-023-01327-0. Epub 2023 May 15.</div>,<a href='http://dx.doi.org/10.1038/s41589-023-01327-0'>10.1038/s41589-023-01327-0</a>,19797,,,<i>Catharanthus roseus</i>
<div title='Full-length RNA sequencing and single-nucleus sequencing deciphers programmed cell death and developmental trajectories in laticiferous canals of Decaisnea insignis fruits' class='scea-table'>Full-length RNA sequencing and single-nucleus sequencing deciphers programmed cell death and developmental trajectories in laticiferous canals of Decaisnea insignis fruits</div>,"<div title='Li G, Zhao Q, Shi X, Li B, Yang L, Wang Y, Zhou Y' class='scea-table'>Li G, Zhao Q, Shi X, Li B, Yang L, Wang Y, Zhou Y</div>",,<div title='Front Plant Sci. 2024 Aug 13;15:1446561. doi: 10.3389/fpls.2024.1446561. eCollection 2024.' class='scea-table'>Front Plant Sci. 2024 Aug 13;15:1446561. doi: 10.3389/fpls.2024.1446561. eCollection 2024.</div>,<a href='http://dx.doi.org/10.3389/fpls.2024.1446561'>10.3389/fpls.2024.1446561</a>,22260,,,<i>Decaisnea insignis</i>
<div title='Single-cell RNA sequencing reveals a high-resolution cell atlas of xylem in Populus' class='scea-table'>Single-cell RNA sequencing reveals a high-resolution cell atlas of xylem in Populus</div>,"<div title='Li H, Dai X, Huang X, Xu M, Wang Q, Yan X, Sederoff RR, Li Q' class='scea-table'>Li H, Dai X, Huang X, Xu M, Wang Q, Yan X, Sederoff RR, Li Q</div>",,<div title='J Integr Plant Biol. 2021 Nov;63(11):1906-1921. doi: 10.1111/jipb.13159. Epub 2021 Oct 4.' class='scea-table'>J Integr Plant Biol. 2021 Nov;63(11):1906-1921. doi: 10.1111/jipb.13159. Epub 2021 Oct 4.</div>,<a href='http://dx.doi.org/10.1111/jipb.13159'>10.1111/jipb.13159</a>,9798,,<a href='https://biobigdata.nju.edu.cn/cellxgene/view/SRP307440.h5ad'>scPlantDB</a>,<i>Populus alba x Populus glandulosa</i>
<div title='Transcriptional Landscape of Cotton Roots in Response to Salt Stress at Single-cell Resolution' class='scea-table'>Transcriptional Landscape of Cotton Roots in Response to Salt Stress at Single-cell Resolution</div>,"<div title='Li P, Liu Q, Wei Y, Xing C, Xu Z, Ding F, Liu Y, Lu Q, Hu N, Wang T, Zhu X, Cheng S, Li Z, Zhao Z, Li Y, Han J, Cai X, Zhou Z, Wang K, Zhang B, Liu F, Jin S, Peng R' class='scea-table'>Li P, Liu Q, Wei Y, Xing C, Xu Z, Ding F, Liu Y, Lu Q, Hu N, Wang T, Zhu X, Cheng S, Li Z, Zhao Z, Li Y, Han J, Cai X, Zhou Z, Wang K, Zhang B, Liu F, Jin S, Peng R</div>",,<div title='Plant Commun. 2023 Oct 27;5(2):100740. doi: 10.1016/j.xplc.2023.100740. Online ahead of print.' class='scea-table'>Plant Commun. 2023 Oct 27;5(2):100740. doi: 10.1016/j.xplc.2023.100740. Online ahead of print.</div>,<a href='http://dx.doi.org/10.1016/j.xplc.2023.100740'>10.1016/j.xplc.2023.100740</a>,56281,,,<i>Gossypium arboreum</i>
